Date,Station,Daily_MAX_AQI,Daily_MEDIAN_AQI
16-11-2019,Jahangirpuri,457,338.5
17-11-2019,Jahangirpuri,368,220
18-11-2019,Jahangirpuri,382,310
19-11-2019,Jahangirpuri,407,392
20-11-2019,Jahangirpuri,480,372
21-11-2019,Jahangirpuri,408,359
22-11-2019,Jahangirpuri,455,365
23-11-2019,Jahangirpuri,401,305
24-11-2019,Jahangirpuri,359,314
25-11-2019,Jahangirpuri,413,315
26-11-2019,Jahangirpuri,402,302.5
27-11-2019,Jahangirpuri,329,208.5
28-11-2019,Jahangirpuri,173,135.5
29-11-2019,Jahangirpuri,351,150
30-11-2019,Jahangirpuri,414,285
01-12-2019,Jahangirpuri,383,343
02-12-2019,Jahangirpuri,426,337.5
03-12-2019,Jahangirpuri,428,337.5
04-12-2019,Jahangirpuri,486,352
05-12-2019,Jahangirpuri,500,466
06-12-2019,Jahangirpuri,492,414
07-12-2019,Jahangirpuri,490,418
08-12-2019,Jahangirpuri,486,450
09-12-2019,Jahangirpuri,500,411.5
10-12-2019,Jahangirpuri,500,426.5
11-12-2019,Jahangirpuri,500,477.5
12-12-2019,Jahangirpuri,500,395.5
13-12-2019,Jahangirpuri,396,219
14-12-2019,Jahangirpuri,375,249
15-12-2019,Jahangirpuri,392,317
16-12-2019,Jahangirpuri,409,326
17-12-2019,Jahangirpuri,471,344
18-12-2019,Jahangirpuri,434,350
19-12-2019,Jahangirpuri,500,500
20-12-2019,Jahangirpuri,500,486.5
21-12-2019,Jahangirpuri,500,427
22-12-2019,Jahangirpuri,499,383.5
23-12-2019,Jahangirpuri,500,404.5
24-12-2019,Jahangirpuri,500,435.5
25-12-2019,Jahangirpuri,500,395.5
26-12-2019,Jahangirpuri,500,404
27-12-2019,Jahangirpuri,500,454
28-12-2019,Jahangirpuri,500,450
29-12-2019,Jahangirpuri,500,464
30-12-2019,Jahangirpuri,500,488.5
31-12-2019,Jahangirpuri,453,386.5
01-01-2020,Jahangirpuri,500,416
02-01-2020,Jahangirpuri,500,429
03-01-2020,Jahangirpuri,500,434
04-01-2020,Jahangirpuri,500,436
05-01-2020,Jahangirpuri,478,388
06-01-2020,Jahangirpuri,460,363.5
07-01-2020,Jahangirpuri,348,316
08-01-2020,Jahangirpuri,427,327
09-01-2020,Jahangirpuri,472,329
10-01-2020,Jahangirpuri,463,347
11-01-2020,Jahangirpuri,500,360.5
12-01-2020,Jahangirpuri,500,402
13-01-2020,Jahangirpuri,500,378
14-01-2020,Jahangirpuri,416,325
15-01-2020,Jahangirpuri,462,338
16-01-2020,Jahangirpuri,459,372
17-01-2020,Jahangirpuri,410,332
18-01-2020,Jahangirpuri,500,330
19-01-2020,Jahangirpuri,400,352.5
20-01-2020,Jahangirpuri,493,374.5
21-01-2020,Jahangirpuri,500,421.5
22-01-2020,Jahangirpuri,493,374
23-01-2020,Jahangirpuri,348,163
24-01-2020,Jahangirpuri,460,167.5
25-01-2020,Jahangirpuri,467,368
26-01-2020,Jahangirpuri,500,414.5
27-01-2020,Jahangirpuri,459,392
28-01-2020,Jahangirpuri,324,266.5
29-01-2020,Jahangirpuri,366,251.5
30-01-2020,Jahangirpuri,386,276
31-01-2020,Jahangirpuri,371,313
01-02-2020,Jahangirpuri,439,321.5
02-02-2020,Jahangirpuri,430,355
03-02-2020,Jahangirpuri,401,344.5
04-02-2020,Jahangirpuri,492,378
05-02-2020,Jahangirpuri,486,347.5
06-02-2020,Jahangirpuri,393,345
07-02-2020,Jahangirpuri,411,352.5
08-02-2020,Jahangirpuri,436,383
09-02-2020,Jahangirpuri,443,388
10-02-2020,Jahangirpuri,500,382.5
11-02-2020,Jahangirpuri,497,363.5
12-02-2020,Jahangirpuri,495,359
13-02-2020,Jahangirpuri,337,304
14-02-2020,Jahangirpuri,368,252.5
15-02-2020,Jahangirpuri,362,237
16-02-2020,Jahangirpuri,447,384.5
17-02-2020,Jahangirpuri,460,324
18-02-2020,Jahangirpuri,497,325
19-02-2020,Jahangirpuri,484,260
20-02-2020,Jahangirpuri,348,290
21-02-2020,Jahangirpuri,305,141.5
22-02-2020,Jahangirpuri,401,163
23-02-2020,Jahangirpuri,344,290
24-02-2020,Jahangirpuri,328,162.5
25-02-2020,Jahangirpuri,390,332.5
26-02-2020,Jahangirpuri,460,314.5
27-02-2020,Jahangirpuri,376,231.5
28-02-2020,Jahangirpuri,336,157
29-02-2020,Jahangirpuri,183,131.5
01-03-2020,Jahangirpuri,290,115
02-03-2020,Jahangirpuri,355,228
03-03-2020,Jahangirpuri,344,142
04-03-2020,Jahangirpuri,318,156.5
05-03-2020,Jahangirpuri,133,105
06-03-2020,Jahangirpuri,139,108
07-03-2020,Jahangirpuri,319,122.5
08-03-2020,Jahangirpuri,366,257
09-03-2020,Jahangirpuri,307,130
10-03-2020,Jahangirpuri,426,297
11-03-2020,Jahangirpuri,147,116.5
12-03-2020,Jahangirpuri,309,171
13-03-2020,Jahangirpuri,328,191
14-03-2020,Jahangirpuri,160,121
15-03-2020,Jahangirpuri,324,253
16-03-2020,Jahangirpuri,0,#NUM!
17-03-2020,Jahangirpuri,302,285
18-03-2020,Jahangirpuri,382,130
19-03-2020,Jahangirpuri,439,173.5
20-03-2020,Jahangirpuri,350,159
21-03-2020,Jahangirpuri,411,200
22-03-2020,Jahangirpuri,324,167
23-03-2020,Jahangirpuri,315,112.5
24-03-2020,Jahangirpuri,250,109.5
25-03-2020,Jahangirpuri,240,90
26-03-2020,Jahangirpuri,310,120.5
27-03-2020,Jahangirpuri,160,80
28-03-2020,Jahangirpuri,237,82.5
29-03-2020,Jahangirpuri,123,86
30-03-2020,Jahangirpuri,301,102.5
31-03-2020,Jahangirpuri,240,96
01-04-2020,Jahangirpuri,305,112
02-04-2020,Jahangirpuri,303,101
03-04-2020,Jahangirpuri,237,117
04-04-2020,Jahangirpuri,318,111
05-04-2020,Jahangirpuri,336,107.5
06-04-2020,Jahangirpuri,324,132
07-04-2020,Jahangirpuri,287,115
08-04-2020,Jahangirpuri,230,102.5
09-04-2020,Jahangirpuri,297,106
10-04-2020,Jahangirpuri,312,128.5
11-04-2020,Jahangirpuri,306,130
12-04-2020,Jahangirpuri,273,120
13-04-2020,Jahangirpuri,324,150
14-04-2020,Jahangirpuri,330,118.5
15-04-2020,Jahangirpuri,267,181
16-04-2020,Jahangirpuri,340,220
17-04-2020,Jahangirpuri,135,97
18-04-2020,Jahangirpuri,141,95
19-04-2020,Jahangirpuri,339,96.5
20-04-2020,Jahangirpuri,352,100
21-04-2020,Jahangirpuri,260,127
22-04-2020,Jahangirpuri,287,95
23-04-2020,Jahangirpuri,328,119.5
24-04-2020,Jahangirpuri,270,112
25-04-2020,Jahangirpuri,191,94
26-04-2020,Jahangirpuri,237,76
27-04-2020,Jahangirpuri,133,67.5
28-04-2020,Jahangirpuri,163,84
29-04-2020,Jahangirpuri,182,90
30-04-2020,Jahangirpuri,161,113
01-05-2020,Jahangirpuri,308,134.5
02-05-2020,Jahangirpuri,135,119.5
03-05-2020,Jahangirpuri,249,77.5
04-05-2020,Jahangirpuri,157,68.5
05-05-2020,Jahangirpuri,223,101
06-05-2020,Jahangirpuri,180,120
07-05-2020,Jahangirpuri,147,127
08-05-2020,Jahangirpuri,230,102
09-05-2020,Jahangirpuri,155,121
10-05-2020,Jahangirpuri,290,79
11-05-2020,Jahangirpuri,137,105
12-05-2020,Jahangirpuri,197,98
13-05-2020,Jahangirpuri,309,180
14-05-2020,Jahangirpuri,301,121
15-05-2020,Jahangirpuri,329,109
16-05-2020,Jahangirpuri,350,146
17-05-2020,Jahangirpuri,388,188
18-05-2020,Jahangirpuri,400,287
19-05-2020,Jahangirpuri,373,190.5
20-05-2020,Jahangirpuri,321,175
21-05-2020,Jahangirpuri,306,173
22-05-2020,Jahangirpuri,420,138
23-05-2020,Jahangirpuri,414,198
24-05-2020,Jahangirpuri,318,188
25-05-2020,Jahangirpuri,315,172.5
26-05-2020,Jahangirpuri,447,155
27-05-2020,Jahangirpuri,350,158
28-05-2020,Jahangirpuri,349,197
29-05-2020,Jahangirpuri,107,56
30-05-2020,Jahangirpuri,95,63
31-05-2020,Jahangirpuri,150,58
01-06-2020,Jahangirpuri,257,89
02-06-2020,Jahangirpuri,327,62.5
03-06-2020,Jahangirpuri,223,102.5
04-06-2020,Jahangirpuri,319,131
05-06-2020,Jahangirpuri,177,106.5
06-06-2020,Jahangirpuri,159,104.5
07-06-2020,Jahangirpuri,250,80.5
08-06-2020,Jahangirpuri,213,121.5
09-06-2020,Jahangirpuri,240,143
10-06-2020,Jahangirpuri,233,140
11-06-2020,Jahangirpuri,197,115.5
12-06-2020,Jahangirpuri,250,127
13-06-2020,Jahangirpuri,190,131
14-06-2020,Jahangirpuri,297,165
15-06-2020,Jahangirpuri,257,130
16-06-2020,Jahangirpuri,213,90.5
17-06-2020,Jahangirpuri,145,97.5
18-06-2020,Jahangirpuri,163,73
19-06-2020,Jahangirpuri,272,198
20-06-2020,Jahangirpuri,159,111
21-06-2020,Jahangirpuri,122,109
22-06-2020,Jahangirpuri,213,83
23-06-2020,Jahangirpuri,180,58.5
24-06-2020,Jahangirpuri,108,70.5
25-06-2020,Jahangirpuri,189,79
26-06-2020,Jahangirpuri,257,134.5
27-06-2020,Jahangirpuri,272,182.5
28-06-2020,Jahangirpuri,439,272.5
29-06-2020,Jahangirpuri,375,130
30-06-2020,Jahangirpuri,133,114
01-07-2020,Jahangirpuri,170,117
02-07-2020,Jahangirpuri,270,143.5
03-07-2020,Jahangirpuri,233,142.5
04-07-2020,Jahangirpuri,113,92
05-07-2020,Jahangirpuri,68,42.5
06-07-2020,Jahangirpuri,150,93.5
07-07-2020,Jahangirpuri,97,46.5
08-07-2020,Jahangirpuri,91,70.5
09-07-2020,Jahangirpuri,140,106
10-07-2020,Jahangirpuri,171,95
11-07-2020,Jahangirpuri,166,61
12-07-2020,Jahangirpuri,200,74.5
13-07-2020,Jahangirpuri,187,165
14-07-2020,Jahangirpuri,185,157
15-07-2020,Jahangirpuri,177,93.5
16-07-2020,Jahangirpuri,114,77
17-07-2020,Jahangirpuri,147,83
18-07-2020,Jahangirpuri,130,71
19-07-2020,Jahangirpuri,78,45.5
20-07-2020,Jahangirpuri,137,53
21-07-2020,Jahangirpuri,121,57.5
22-07-2020,Jahangirpuri,270,76
23-07-2020,Jahangirpuri,250,85
24-07-2020,Jahangirpuri,287,88
25-07-2020,Jahangirpuri,123,87
26-07-2020,Jahangirpuri,233,98
27-07-2020,Jahangirpuri,200,170
28-07-2020,Jahangirpuri,270,114
29-07-2020,Jahangirpuri,149,89
30-07-2020,Jahangirpuri,85,48
31-07-2020,Jahangirpuri,123,92.5
01-08-2020,Jahangirpuri,237,82.5
02-08-2020,Jahangirpuri,233,65
03-08-2020,Jahangirpuri,134,70.5
04-08-2020,Jahangirpuri,112,78
05-08-2020,Jahangirpuri,207,74
06-08-2020,Jahangirpuri,88,58
07-08-2020,Jahangirpuri,122,54
08-08-2020,Jahangirpuri,167,103
09-08-2020,Jahangirpuri,500,84
10-08-2020,Jahangirpuri,163,57
11-08-2020,Jahangirpuri,157,82
12-08-2020,Jahangirpuri,127,84.5
13-08-2020,Jahangirpuri,97,40
14-08-2020,Jahangirpuri,79,55.5
15-08-2020,Jahangirpuri,141,59.5
16-08-2020,Jahangirpuri,86,57.5
17-08-2020,Jahangirpuri,92,64
18-08-2020,Jahangirpuri,126,72
19-08-2020,Jahangirpuri,163,84
20-08-2020,Jahangirpuri,113,38
21-08-2020,Jahangirpuri,160,48.5
22-08-2020,Jahangirpuri,80,45.5
23-08-2020,Jahangirpuri,75,50
24-08-2020,Jahangirpuri,75,48
25-08-2020,Jahangirpuri,96,57
26-08-2020,Jahangirpuri,213,65.5
27-08-2020,Jahangirpuri,107,76
28-08-2020,Jahangirpuri,197,100
29-08-2020,Jahangirpuri,118,78
30-08-2020,Jahangirpuri,100,42
31-08-2020,Jahangirpuri,90,53.5
01-09-2020,Jahangirpuri,101,60
02-09-2020,Jahangirpuri,119,70.5
03-09-2020,Jahangirpuri,223,85
04-09-2020,Jahangirpuri,0,#NUM!
05-09-2020,Jahangirpuri,123,75
06-09-2020,Jahangirpuri,250,88.5
07-09-2020,Jahangirpuri,200,98
08-09-2020,Jahangirpuri,280,91.5
09-09-2020,Jahangirpuri,320,140
10-09-2020,Jahangirpuri,332,125
11-09-2020,Jahangirpuri,207,145.5
12-09-2020,Jahangirpuri,322,134.5
13-09-2020,Jahangirpuri,270,136.5
14-09-2020,Jahangirpuri,308,160
15-09-2020,Jahangirpuri,328,146.5
16-09-2020,Jahangirpuri,345,168.5
17-09-2020,Jahangirpuri,177,141.5
18-09-2020,Jahangirpuri,240,125
19-09-2020,Jahangirpuri,305,126
20-09-2020,Jahangirpuri,312,181.5
21-09-2020,Jahangirpuri,318,159
22-09-2020,Jahangirpuri,167,85.5
23-09-2020,Jahangirpuri,131,66
24-09-2020,Jahangirpuri,276,112
25-09-2020,Jahangirpuri,323,150
26-09-2020,Jahangirpuri,270,161
27-09-2020,Jahangirpuri,280,121
28-09-2020,Jahangirpuri,340,187
29-09-2020,Jahangirpuri,325,182
30-09-2020,Jahangirpuri,320,185
01-10-2020,Jahangirpuri,360,171
02-10-2020,Jahangirpuri,407,210
03-10-2020,Jahangirpuri,405,251
04-10-2020,Jahangirpuri,401,278.5
05-10-2020,Jahangirpuri,380,238
06-10-2020,Jahangirpuri,415,244.5
07-10-2020,Jahangirpuri,435,293
08-10-2020,Jahangirpuri,422,289
09-10-2020,Jahangirpuri,416,305.5
10-10-2020,Jahangirpuri,396,297
11-10-2020,Jahangirpuri,418,319
12-10-2020,Jahangirpuri,456,360
13-10-2020,Jahangirpuri,456,316
14-10-2020,Jahangirpuri,401,341
15-10-2020,Jahangirpuri,464,366
16-10-2020,Jahangirpuri,440,321
17-10-2020,Jahangirpuri,468,376
18-10-2020,Jahangirpuri,410,336.5
19-10-2020,Jahangirpuri,435,366.5
20-10-2020,Jahangirpuri,469,352
21-10-2020,Jahangirpuri,434,336
22-10-2020,Jahangirpuri,495,420.5
23-10-2020,Jahangirpuri,500,432.5
24-10-2020,Jahangirpuri,500,445.5
25-10-2020,Jahangirpuri,500,416.5
26-10-2020,Jahangirpuri,497,419
27-10-2020,Jahangirpuri,491,406
28-10-2020,Jahangirpuri,500,407
29-10-2020,Jahangirpuri,500,442
30-10-2020,Jahangirpuri,500,451
31-10-2020,Jahangirpuri,500,455
01-11-2020,Jahangirpuri,500,388.5
02-11-2020,Jahangirpuri,500,360.5
03-11-2020,Jahangirpuri,500,338.5
04-11-2020,Jahangirpuri,500,500
05-11-2020,Jahangirpuri,500,461.5
06-11-2020,Jahangirpuri,500,468
07-11-2020,Jahangirpuri,500,500
08-11-2020,Jahangirpuri,500,500
09-11-2020,Jahangirpuri,500,500
10-11-2020,Jahangirpuri,500,371.5
11-11-2020,Jahangirpuri,499,441
12-11-2020,Jahangirpuri,500,413.5
13-11-2020,Jahangirpuri,500,455
14-11-2020,Jahangirpuri,500,500
15-11-2020,Jahangirpuri,500,407
16-11-2020,Jahangirpuri,375,117.5
17-11-2020,Jahangirpuri,339,272
18-11-2020,Jahangirpuri,424,320
19-11-2020,Jahangirpuri,403,345
20-11-2020,Jahangirpuri,489,379.5
21-11-2020,Jahangirpuri,443,339
22-11-2020,Jahangirpuri,466,377.5
23-11-2020,Jahangirpuri,500,438
24-11-2020,Jahangirpuri,500,453
25-11-2020,Jahangirpuri,500,452
26-11-2020,Jahangirpuri,401,240
27-11-2020,Jahangirpuri,401,305.5
28-11-2020,Jahangirpuri,459,320
29-11-2020,Jahangirpuri,500,349.5
30-11-2020,Jahangirpuri,500,383
01-12-2020,Jahangirpuri,500,448.5
02-12-2020,Jahangirpuri,500,407
03-12-2020,Jahangirpuri,500,419.5
04-12-2020,Jahangirpuri,500,500
05-12-2020,Jahangirpuri,500,438
06-12-2020,Jahangirpuri,500,441
07-12-2020,Jahangirpuri,500,435.5
08-12-2020,Jahangirpuri,500,449.5
09-12-2020,Jahangirpuri,500,432.5
10-12-2020,Jahangirpuri,500,336
11-12-2020,Jahangirpuri,447,369.5
12-12-2020,Jahangirpuri,469,409
13-12-2020,Jahangirpuri,496,322
14-12-2020,Jahangirpuri,407,326
15-12-2020,Jahangirpuri,500,372.5
16-12-2020,Jahangirpuri,463,358
17-12-2020,Jahangirpuri,500,348
18-12-2020,Jahangirpuri,470,371
19-12-2020,Jahangirpuri,486,371
20-12-2020,Jahangirpuri,482,403
21-12-2020,Jahangirpuri,500,420
22-12-2020,Jahangirpuri,500,500
23-12-2020,Jahangirpuri,500,500
24-12-2020,Jahangirpuri,500,453
25-12-2020,Jahangirpuri,500,434.5
26-12-2020,Jahangirpuri,500,430.5
27-12-2020,Jahangirpuri,500,432
28-12-2020,Jahangirpuri,464,350
29-12-2020,Jahangirpuri,465,395
30-12-2020,Jahangirpuri,500,399
31-12-2020,Jahangirpuri,500,447
01-01-2021,Jahangirpuri,500,500
02-01-2021,Jahangirpuri,500,500
03-01-2021,Jahangirpuri,495,310
04-01-2021,Jahangirpuri,408,287.5
05-01-2021,Jahangirpuri,331,258.5
06-01-2021,Jahangirpuri,401,332.5
07-01-2021,Jahangirpuri,428,336.5
08-01-2021,Jahangirpuri,447,377.5
09-01-2021,Jahangirpuri,414,363
10-01-2021,Jahangirpuri,450,335.5
11-01-2021,Jahangirpuri,440,325
12-01-2021,Jahangirpuri,500,388.5
13-01-2021,Jahangirpuri,500,403.5
14-01-2021,Jahangirpuri,500,500
15-01-2021,Jahangirpuri,500,500
16-01-2021,Jahangirpuri,500,442
17-01-2021,Jahangirpuri,471,436
18-01-2021,Jahangirpuri,500,408
19-01-2021,Jahangirpuri,500,405.5
20-01-2021,Jahangirpuri,405,348
21-01-2021,Jahangirpuri,500,352.5
22-01-2021,Jahangirpuri,500,408
23-01-2021,Jahangirpuri,456,349.5
24-01-2021,Jahangirpuri,486,432
25-01-2021,Jahangirpuri,500,365.5
26-01-2021,Jahangirpuri,500,393.5
27-01-2021,Jahangirpuri,500,403
28-01-2021,Jahangirpuri,500,453.5
29-01-2021,Jahangirpuri,500,427.5
30-01-2021,Jahangirpuri,440,392
31-01-2021,Jahangirpuri,500,347
01-02-2021,Jahangirpuri,500,453.5
02-02-2021,Jahangirpuri,500,452
03-02-2021,Jahangirpuri,500,364
04-02-2021,Jahangirpuri,409,305.5
05-02-2021,Jahangirpuri,354,290.5
06-02-2021,Jahangirpuri,388,331.5
07-02-2021,Jahangirpuri,426,348
08-02-2021,Jahangirpuri,500,401
09-02-2021,Jahangirpuri,453,348.5
10-02-2021,Jahangirpuri,500,347.5
11-02-2021,Jahangirpuri,449,364.5
12-02-2021,Jahangirpuri,500,404
13-02-2021,Jahangirpuri,468,424
14-02-2021,Jahangirpuri,446,347
15-02-2021,Jahangirpuri,428,354
16-02-2021,Jahangirpuri,422,361.5
17-02-2021,Jahangirpuri,500,433.5
18-02-2021,Jahangirpuri,456,335.5
19-02-2021,Jahangirpuri,500,395
20-02-2021,Jahangirpuri,445,323
21-02-2021,Jahangirpuri,469,402.5
22-02-2021,Jahangirpuri,487,350
23-02-2021,Jahangirpuri,500,371
24-02-2021,Jahangirpuri,500,387
25-02-2021,Jahangirpuri,500,304
26-02-2021,Jahangirpuri,469,331
27-02-2021,Jahangirpuri,429,268
28-02-2021,Jahangirpuri,332,221.5
01-03-2021,Jahangirpuri,334,208
02-03-2021,Jahangirpuri,410,287
03-03-2021,Jahangirpuri,449,345
04-03-2021,Jahangirpuri,440,323
05-03-2021,Jahangirpuri,400,293
06-03-2021,Jahangirpuri,495,330.5
07-03-2021,Jahangirpuri,492,271.5
08-03-2021,Jahangirpuri,374,307
09-03-2021,Jahangirpuri,461,318.5
10-03-2021,Jahangirpuri,407,231.5
11-03-2021,Jahangirpuri,403,293.5
12-03-2021,Jahangirpuri,345,179
13-03-2021,Jahangirpuri,418,345
14-03-2021,Jahangirpuri,342,307
15-03-2021,Jahangirpuri,407,281
16-03-2021,Jahangirpuri,453,357
17-03-2021,Jahangirpuri,445,390
18-03-2021,Jahangirpuri,454,370
19-03-2021,Jahangirpuri,431,293
20-03-2021,Jahangirpuri,392,375
21-03-2021,Jahangirpuri,0,#NUM!
22-03-2021,Jahangirpuri,412,246
23-03-2021,Jahangirpuri,462,251
24-03-2021,Jahangirpuri,405,215
25-03-2021,Jahangirpuri,301,188
26-03-2021,Jahangirpuri,328,175
27-03-2021,Jahangirpuri,500,255
28-03-2021,Jahangirpuri,433,243
29-03-2021,Jahangirpuri,0,#NUM!
30-03-2021,Jahangirpuri,493,493
31-03-2021,Jahangirpuri,296,258.5
01-04-2021,Jahangirpuri,476,251.5
02-04-2021,Jahangirpuri,345,194
03-04-2021,Jahangirpuri,418,216
04-04-2021,Jahangirpuri,399,325
05-04-2021,Jahangirpuri,417,256
06-04-2021,Jahangirpuri,427,363
07-04-2021,Jahangirpuri,484,181.5
08-04-2021,Jahangirpuri,447,186
09-04-2021,Jahangirpuri,428,159
10-04-2021,Jahangirpuri,330,224.5
11-04-2021,Jahangirpuri,417,216.5
12-04-2021,Jahangirpuri,473,289
13-04-2021,Jahangirpuri,460,305.5
14-04-2021,Jahangirpuri,385,197.5
15-04-2021,Jahangirpuri,412,325
16-04-2021,Jahangirpuri,500,174.5
17-04-2021,Jahangirpuri,378,105
18-04-2021,Jahangirpuri,500,227.5
19-04-2021,Jahangirpuri,500,200
20-04-2021,Jahangirpuri,500,191
21-04-2021,Jahangirpuri,354,133
22-04-2021,Jahangirpuri,322,135
23-04-2021,Jahangirpuri,281,132
24-04-2021,Jahangirpuri,323,117.5
25-04-2021,Jahangirpuri,439,142
26-04-2021,Jahangirpuri,500,381.5
27-04-2021,Jahangirpuri,500,415.5
28-04-2021,Jahangirpuri,500,297
29-04-2021,Jahangirpuri,480,289.5
30-04-2021,Jahangirpuri,445,343.5
01-05-2021,Jahangirpuri,461,223
02-05-2021,Jahangirpuri,339,183
03-05-2021,Jahangirpuri,478,361
04-05-2021,Jahangirpuri,368,233
05-05-2021,Jahangirpuri,290,174
06-05-2021,Jahangirpuri,318,148
07-05-2021,Jahangirpuri,346,134
08-05-2021,Jahangirpuri,351,150.5
09-05-2021,Jahangirpuri,273,145
10-05-2021,Jahangirpuri,182,127
11-05-2021,Jahangirpuri,303,117
12-05-2021,Jahangirpuri,405,126.5
13-05-2021,Jahangirpuri,187,78
14-05-2021,Jahangirpuri,323,111
15-05-2021,Jahangirpuri,500,170
16-05-2021,Jahangirpuri,327,214
17-05-2021,Jahangirpuri,402,220
18-05-2021,Jahangirpuri,130,79.5
19-05-2021,Jahangirpuri,177,57
20-05-2021,Jahangirpuri,301,93.5
21-05-2021,Jahangirpuri,143,74
22-05-2021,Jahangirpuri,308,81.5
23-05-2021,Jahangirpuri,500,359.5
24-05-2021,Jahangirpuri,322,168.5
25-05-2021,Jahangirpuri,357,175
26-05-2021,Jahangirpuri,428,169
27-05-2021,Jahangirpuri,395,147
28-05-2021,Jahangirpuri,196,97
29-05-2021,Jahangirpuri,160,93
30-05-2021,Jahangirpuri,210,90
31-05-2021,Jahangirpuri,307,125.5
01-06-2021,Jahangirpuri,500,77.5
02-06-2021,Jahangirpuri,305,140
03-06-2021,Jahangirpuri,273,174.5
04-06-2021,Jahangirpuri,344,150
05-06-2021,Jahangirpuri,253,121
06-06-2021,Jahangirpuri,196,158
07-06-2021,Jahangirpuri,328,169.5
08-06-2021,Jahangirpuri,500,245.5
09-06-2021,Jahangirpuri,415,309
10-06-2021,Jahangirpuri,371,160.5
11-06-2021,Jahangirpuri,432,153
12-06-2021,Jahangirpuri,376,101
13-06-2021,Jahangirpuri,321,90.5
14-06-2021,Jahangirpuri,180,103.5
15-06-2021,Jahangirpuri,335,129
16-06-2021,Jahangirpuri,121,90.5
17-06-2021,Jahangirpuri,230,103.5
18-06-2021,Jahangirpuri,121,59.5
19-06-2021,Jahangirpuri,104,62.5
20-06-2021,Jahangirpuri,65,39.5
21-06-2021,Jahangirpuri,92,65
22-06-2021,Jahangirpuri,240,152
23-06-2021,Jahangirpuri,500,182
24-06-2021,Jahangirpuri,500,125
25-06-2021,Jahangirpuri,415,173.5
26-06-2021,Jahangirpuri,217,130
27-06-2021,Jahangirpuri,223,152
28-06-2021,Jahangirpuri,197,132
29-06-2021,Jahangirpuri,318,205.5
30-06-2021,Jahangirpuri,500,368
01-07-2021,Jahangirpuri,375,209.5
02-07-2021,Jahangirpuri,500,261
03-07-2021,Jahangirpuri,215,151
04-07-2021,Jahangirpuri,318,193
05-07-2021,Jahangirpuri,302,184
06-07-2021,Jahangirpuri,332,177
07-07-2021,Jahangirpuri,342,182
08-07-2021,Jahangirpuri,433,186.5
09-07-2021,Jahangirpuri,188,108
10-07-2021,Jahangirpuri,119,78
11-07-2021,Jahangirpuri,144,109.5
12-07-2021,Jahangirpuri,124,99
13-07-2021,Jahangirpuri,68,44
14-07-2021,Jahangirpuri,187,68
15-07-2021,Jahangirpuri,257,82.5
16-07-2021,Jahangirpuri,220,100
17-07-2021,Jahangirpuri,145,109
18-07-2021,Jahangirpuri,119,105
19-07-2021,Jahangirpuri,98,46.5
20-07-2021,Jahangirpuri,200,63
21-07-2021,Jahangirpuri,237,96.5
22-07-2021,Jahangirpuri,94,47.5
23-07-2021,Jahangirpuri,90,79
24-07-2021,Jahangirpuri,133,96
25-07-2021,Jahangirpuri,312,76.5
26-07-2021,Jahangirpuri,170,115
27-07-2021,Jahangirpuri,177,66.5
28-07-2021,Jahangirpuri,200,59
29-07-2021,Jahangirpuri,133,69.5
30-07-2021,Jahangirpuri,140,67
31-07-2021,Jahangirpuri,163,74.5
01-08-2021,Jahangirpuri,160,71
02-08-2021,Jahangirpuri,207,80
03-08-2021,Jahangirpuri,109,57.5
04-08-2021,Jahangirpuri,153,59
05-08-2021,Jahangirpuri,160,90.5
06-08-2021,Jahangirpuri,233,90
07-08-2021,Jahangirpuri,223,99
08-08-2021,Jahangirpuri,233,73
09-08-2021,Jahangirpuri,187,123
10-08-2021,Jahangirpuri,246,160.5
11-08-2021,Jahangirpuri,229,141.5
12-08-2021,Jahangirpuri,217,155
13-08-2021,Jahangirpuri,185,143
14-08-2021,Jahangirpuri,187,136.5
15-08-2021,Jahangirpuri,204,152
16-08-2021,Jahangirpuri,240,154
17-08-2021,Jahangirpuri,250,176
18-08-2021,Jahangirpuri,245,185
19-08-2021,Jahangirpuri,230,153
20-08-2021,Jahangirpuri,107,63
21-08-2021,Jahangirpuri,87,56
22-08-2021,Jahangirpuri,180,78
23-08-2021,Jahangirpuri,200,100
24-08-2021,Jahangirpuri,233,143
25-08-2021,Jahangirpuri,230,137
26-08-2021,Jahangirpuri,358,163
27-08-2021,Jahangirpuri,196,181
28-08-2021,Jahangirpuri,177,150.5
29-08-2021,Jahangirpuri,167,137
30-08-2021,Jahangirpuri,81,61
31-08-2021,Jahangirpuri,101,61
01-09-2021,Jahangirpuri,147,44
02-09-2021,Jahangirpuri,220,51.5
03-09-2021,Jahangirpuri,141,76.5
04-09-2021,Jahangirpuri,145,72
05-09-2021,Jahangirpuri,207,102.5
06-09-2021,Jahangirpuri,279,123
07-09-2021,Jahangirpuri,187,96
08-09-2021,Jahangirpuri,127,86
09-09-2021,Jahangirpuri,131,88
10-09-2021,Jahangirpuri,111,77
11-09-2021,Jahangirpuri,77,42
12-09-2021,Jahangirpuri,223,82.5
13-09-2021,Jahangirpuri,107,66.5
14-09-2021,Jahangirpuri,147,78
15-09-2021,Jahangirpuri,210,74
16-09-2021,Jahangirpuri,177,85
17-09-2021,Jahangirpuri,193,50
18-09-2021,Jahangirpuri,135,56
19-09-2021,Jahangirpuri,149,84.5
