Date,Station,Daily_MAX_AQI,Daily_MEDIAN_AQI
28-03-2023,Sirifort,243,138.5
29-03-2023,Sirifort,344,231
30-03-2023,Sirifort,303,163
31-03-2023,Sirifort,119,62.5
01-04-2023,Sirifort,149,90.5
02-04-2023,Sirifort,234,106
03-04-2023,Sirifort,316,152
04-04-2023,Sirifort,398,96
05-04-2023,Sirifort,394,124
06-04-2023,Sirifort,409,121
07-04-2023,Sirifort,404,122
08-04-2023,Sirifort,311,178.5
09-04-2023,Sirifort,366,227
10-04-2023,Sirifort,414,217
11-04-2023,Sirifort,443,280
12-04-2023,Sirifort,407,185.5
13-04-2023,Sirifort,438,263
14-04-2023,Sirifort,360,256
15-04-2023,Sirifort,441,190.5
16-04-2023,Sirifort,341,235.5
17-04-2023,Sirifort,500,177
18-04-2023,Sirifort,472,211
19-04-2023,Sirifort,434,207.5
20-04-2023,Sirifort,292,130
21-04-2023,Sirifort,437,144.5
22-04-2023,Sirifort,446,133
23-04-2023,Sirifort,199,85.5
24-04-2023,Sirifort,188,138
25-04-2023,Sirifort,283,147.5
26-04-2023,Sirifort,400,214
27-04-2023,Sirifort,500,246
28-04-2023,Sirifort,288,132
29-04-2023,Sirifort,435,192
30-04-2023,Sirifort,177,107
01-05-2023,Sirifort,127,83
02-05-2023,Sirifort,109,74
03-05-2023,Sirifort,131,96
04-05-2023,Sirifort,266,92
05-05-2023,Sirifort,425,194
06-05-2023,Sirifort,395,293
07-05-2023,Sirifort,289,135
08-05-2023,Sirifort,239,153.5
09-05-2023,Sirifort,372,167
10-05-2023,Sirifort,424,253.5
11-05-2023,Sirifort,425,346.5
12-05-2023,Sirifort,318,302
13-05-2023,Sirifort,414,211.5
14-05-2023,Sirifort,355,300.5
15-05-2023,Sirifort,239,124.5
16-05-2023,Sirifort,500,330.5
17-05-2023,Sirifort,477,287
18-05-2023,Sirifort,165,103
19-05-2023,Sirifort,313,157.5
20-05-2023,Sirifort,278,152.5
21-05-2023,Sirifort,308,183
22-05-2023,Sirifort,298,196.5
23-05-2023,Sirifort,500,147.5
24-05-2023,Sirifort,480,112
25-05-2023,Sirifort,342,98
26-05-2023,Sirifort,71,66
27-05-2023,Sirifort,0,#NUM!
28-05-2023,Sirifort,191,174
29-05-2023,Sirifort,189,122.5
30-05-2023,Sirifort,142,113
31-05-2023,Sirifort,277,70
01-06-2023,Sirifort,171,93
02-06-2023,Sirifort,159,104
03-06-2023,Sirifort,271,111.5
04-06-2023,Sirifort,273,162.5
05-06-2023,Sirifort,263,152
06-06-2023,Sirifort,500,114
07-06-2023,Sirifort,500,251.5
08-06-2023,Sirifort,400,156
09-06-2023,Sirifort,155,137.5
10-06-2023,Sirifort,250,130.5
11-06-2023,Sirifort,197,132
12-06-2023,Sirifort,230,170.5
13-06-2023,Sirifort,295,202
14-06-2023,Sirifort,235,166
15-06-2023,Sirifort,232,121
16-06-2023,Sirifort,148,111
17-06-2023,Sirifort,184,125
18-06-2023,Sirifort,149,93
19-06-2023,Sirifort,128,49
20-06-2023,Sirifort,141,109.5
21-06-2023,Sirifort,235,112
22-06-2023,Sirifort,220,111.5
23-06-2023,Sirifort,219,126.5
24-06-2023,Sirifort,208,122
25-06-2023,Sirifort,118,46.5
26-06-2023,Sirifort,155,91
27-06-2023,Sirifort,125,81
28-06-2023,Sirifort,161,84
29-06-2023,Sirifort,243,74
30-06-2023,Sirifort,98,55
01-07-2023,Sirifort,129,52
02-07-2023,Sirifort,158,59
03-07-2023,Sirifort,244,125.5
04-07-2023,Sirifort,204,119.5
05-07-2023,Sirifort,121,82
06-07-2023,Sirifort,79,50
07-07-2023,Sirifort,120,65.5
08-07-2023,Sirifort,77,55
09-07-2023,Sirifort,67,51.5
10-07-2023,Sirifort,71,61
11-07-2023,Sirifort,147,68.5
12-07-2023,Sirifort,111,79
13-07-2023,Sirifort,197,81
14-07-2023,Sirifort,145,87
15-07-2023,Sirifort,163,87.5
16-07-2023,Sirifort,108,54.5
17-07-2023,Sirifort,138,91
18-07-2023,Sirifort,163,78
19-07-2023,Sirifort,135,65
20-07-2023,Sirifort,173,98
21-07-2023,Sirifort,185,119.5
22-07-2023,Sirifort,101,72
23-07-2023,Sirifort,101,64.5
24-07-2023,Sirifort,114,77
25-07-2023,Sirifort,127,92
26-07-2023,Sirifort,106,43
27-07-2023,Sirifort,120,87
28-07-2023,Sirifort,143,66
29-07-2023,Sirifort,59,36.5
30-07-2023,Sirifort,86,42
31-07-2023,Sirifort,204,80.5
01-08-2023,Sirifort,127,83
02-08-2023,Sirifort,103,82
03-08-2023,Sirifort,336,79
04-08-2023,Sirifort,157,82
05-08-2023,Sirifort,122,122
06-08-2023,Sirifort,125,97
07-08-2023,Sirifort,117,109
08-08-2023,Sirifort,138,112.5
09-08-2023,Sirifort,187,113
10-08-2023,Sirifort,239,124
11-08-2023,Sirifort,160,118
12-08-2023,Sirifort,145,113
13-08-2023,Sirifort,125,117
14-08-2023,Sirifort,225,117
15-08-2023,Sirifort,125,103
16-08-2023,Sirifort,165,116
17-08-2023,Sirifort,163,133
18-08-2023,Sirifort,179,145.5
19-08-2023,Sirifort,145,120.5
20-08-2023,Sirifort,142,94
21-08-2023,Sirifort,159,97
22-08-2023,Sirifort,195,87
23-08-2023,Sirifort,78,52.5
24-08-2023,Sirifort,173,96
25-08-2023,Sirifort,208,111
26-08-2023,Sirifort,195,156.5
27-08-2023,Sirifort,243,182.5
28-08-2023,Sirifort,205,161.5
29-08-2023,Sirifort,184,130.5
30-08-2023,Sirifort,160,141
31-08-2023,Sirifort,170,145
01-09-2023,Sirifort,183,134.5
02-09-2023,Sirifort,178,133
03-09-2023,Sirifort,166,136
04-09-2023,Sirifort,185,119
05-09-2023,Sirifort,152,117
06-09-2023,Sirifort,174,114
07-09-2023,Sirifort,185,93
08-09-2023,Sirifort,165,74
09-09-2023,Sirifort,65,32
10-09-2023,Sirifort,44,30
11-09-2023,Sirifort,129,45.5
12-09-2023,Sirifort,138,90
13-09-2023,Sirifort,190,107
14-09-2023,Sirifort,282,132
15-09-2023,Sirifort,126,87
16-09-2023,Sirifort,85,57
17-09-2023,Sirifort,60,46.5
18-09-2023,Sirifort,92,59
19-09-2023,Sirifort,151,90
20-09-2023,Sirifort,227,105.5
21-09-2023,Sirifort,148,93
22-09-2023,Sirifort,175,106
23-09-2023,Sirifort,0,#NUM!
24-09-2023,Sirifort,0,#NUM!
25-09-2023,Sirifort,198,132.5
26-09-2023,Sirifort,159,132
27-09-2023,Sirifort,150,116.5
28-09-2023,Sirifort,227,124
29-09-2023,Sirifort,235,167
30-09-2023,Sirifort,287,140
01-10-2023,Sirifort,173,142
02-10-2023,Sirifort,278,129
03-10-2023,Sirifort,238,143.5
04-10-2023,Sirifort,232,167
05-10-2023,Sirifort,329,169.5
06-10-2023,Sirifort,312,209
07-10-2023,Sirifort,299,166.5
08-10-2023,Sirifort,199,116
09-10-2023,Sirifort,250,122.5
10-10-2023,Sirifort,410,154.5
11-10-2023,Sirifort,319,202.5
12-10-2023,Sirifort,417,211
13-10-2023,Sirifort,447,240
14-10-2023,Sirifort,319,307
15-10-2023,Sirifort,305,222
16-10-2023,Sirifort,304,181.5
17-10-2023,Sirifort,215,93
18-10-2023,Sirifort,187,119
19-10-2023,Sirifort,186,107.5
20-10-2023,Sirifort,344,173
21-10-2023,Sirifort,441,287
22-10-2023,Sirifort,413,314.5
23-10-2023,Sirifort,406,307
24-10-2023,Sirifort,313,243.5
25-10-2023,Sirifort,357,319.5
26-10-2023,Sirifort,438,311
27-10-2023,Sirifort,357,324
28-10-2023,Sirifort,393,309
29-10-2023,Sirifort,392,344
30-10-2023,Sirifort,403,356
31-10-2023,Sirifort,422,365.5
01-11-2023,Sirifort,412,355.5
02-11-2023,Sirifort,500,430
03-11-2023,Sirifort,500,499.5
04-11-2023,Sirifort,500,481
05-11-2023,Sirifort,500,450.5
06-11-2023,Sirifort,500,423.5
07-11-2023,Sirifort,436,403
08-11-2023,Sirifort,453,425
09-11-2023,Sirifort,493,423.5
10-11-2023,Sirifort,492,222
11-11-2023,Sirifort,343,245
12-11-2023,Sirifort,397,292.5
13-11-2023,Sirifort,500,424
14-11-2023,Sirifort,411,339
15-11-2023,Sirifort,491,396.5
16-11-2023,Sirifort,500,448
17-11-2023,Sirifort,484,423
18-11-2023,Sirifort,390,315
19-11-2023,Sirifort,429,320.5
20-11-2023,Sirifort,448,392
21-11-2023,Sirifort,428,375.5
22-11-2023,Sirifort,439,391
23-11-2023,Sirifort,433,398
24-11-2023,Sirifort,439,414
25-11-2023,Sirifort,430,406.5
26-11-2023,Sirifort,446,370
27-11-2023,Sirifort,404,374.5
28-11-2023,Sirifort,366,314.5
29-11-2023,Sirifort,384,340.5
30-11-2023,Sirifort,443,385
01-12-2023,Sirifort,468,383.5
02-12-2023,Sirifort,412,354.5
03-12-2023,Sirifort,382,333.5
04-12-2023,Sirifort,371,333
05-12-2023,Sirifort,401,326.5
06-12-2023,Sirifort,357,326.5
07-12-2023,Sirifort,368,321.5
08-12-2023,Sirifort,348,315
09-12-2023,Sirifort,374,328
10-12-2023,Sirifort,352,321.5
11-12-2023,Sirifort,425,349.5
12-12-2023,Sirifort,444,378
13-12-2023,Sirifort,414,390
14-12-2023,Sirifort,390,331
15-12-2023,Sirifort,500,256
16-12-2023,Sirifort,500,383.5
17-12-2023,Sirifort,442,387.5
18-12-2023,Sirifort,435,360
19-12-2023,Sirifort,339,313.5
20-12-2023,Sirifort,370,308
21-12-2023,Sirifort,438,372.5
22-12-2023,Sirifort,500,420
23-12-2023,Sirifort,499,434.5
24-12-2023,Sirifort,452,411
25-12-2023,Sirifort,420,390.5
26-12-2023,Sirifort,452,394.5
27-12-2023,Sirifort,461,411.5
28-12-2023,Sirifort,441,355
29-12-2023,Sirifort,435,396.5
30-12-2023,Sirifort,473,419.5
31-12-2023,Sirifort,446,404
01-01-2018,ITO,500,394.5
02-01-2018,ITO,500,344.5
03-01-2018,ITO,496,397
04-01-2018,ITO,500,414.5
05-01-2018,ITO,500,401.5
06-01-2018,ITO,500,464
07-01-2018,ITO,484,379
08-01-2018,ITO,500,325.5
09-01-2018,ITO,500,412
10-01-2018,ITO,470,358.5
11-01-2018,ITO,407,328.5
12-01-2018,ITO,427,350
13-01-2018,ITO,500,439
14-01-2018,ITO,500,358
15-01-2018,ITO,498,373
16-01-2018,ITO,500,292
17-01-2018,ITO,500,413.5
18-01-2018,ITO,500,474.5
19-01-2018,ITO,500,467
20-01-2018,ITO,458,349.5
21-01-2018,ITO,457,339.5
22-01-2018,ITO,452,418
23-01-2018,ITO,451,352
24-01-2018,ITO,356,325
25-01-2018,ITO,380,298.5
26-01-2018,ITO,384,334.5
27-01-2018,ITO,500,331.5
28-01-2018,ITO,458,316.5
29-01-2018,ITO,437,334
30-01-2018,ITO,362,286.5
31-01-2018,ITO,352,312
01-02-2018,ITO,406,313.5
02-02-2018,ITO,384,258
03-02-2018,ITO,362,147.5
04-02-2018,ITO,342,254
05-02-2018,ITO,398,308.5
06-02-2018,ITO,335,248
07-02-2018,ITO,399,247.5
08-02-2018,ITO,421,348
09-02-2018,ITO,425,381
10-02-2018,ITO,445,362
11-02-2018,ITO,403,318
12-02-2018,ITO,181,137.5
13-02-2018,ITO,338,194.5
14-02-2018,ITO,236,124.5
15-02-2018,ITO,250,158
16-02-2018,ITO,398,261.5
17-02-2018,ITO,374,301
18-02-2018,ITO,371,306.5
19-02-2018,ITO,395,329.5
20-02-2018,ITO,409,333.5
21-02-2018,ITO,406,344
22-02-2018,ITO,385,310.5
23-02-2018,ITO,380,322
24-02-2018,ITO,367,324
25-02-2018,ITO,348,97.5
26-02-2018,ITO,123,86
27-02-2018,ITO,318,117
28-02-2018,ITO,419,324
01-03-2018,ITO,406,233
02-03-2018,ITO,406,301
03-03-2018,ITO,374,179
04-03-2018,ITO,353,128
05-03-2018,ITO,307,122.5
06-03-2018,ITO,322,110.5
07-03-2018,ITO,338,166.5
08-03-2018,ITO,346,272
09-03-2018,ITO,408,202
10-03-2018,ITO,312,107
11-03-2018,ITO,355,134.5
12-03-2018,ITO,391,182
13-03-2018,ITO,366,221
14-03-2018,ITO,350,189
15-03-2018,ITO,341,198.5
16-03-2018,ITO,435,196.5
17-03-2018,ITO,347,106
18-03-2018,ITO,366,149
19-03-2018,ITO,260,134
20-03-2018,ITO,407,218
21-03-2018,ITO,474,320
22-03-2018,ITO,323,195
23-03-2018,ITO,201,112
24-03-2018,ITO,301,146.5
25-03-2018,ITO,376,155.5
26-03-2018,ITO,303,167.5
27-03-2018,ITO,360,241.5
28-03-2018,ITO,343,212
29-03-2018,ITO,373,173
30-03-2018,ITO,332,165
31-03-2018,ITO,405,143.5
01-04-2018,ITO,288,138
02-04-2018,ITO,315,259
03-04-2018,ITO,444,252
04-04-2018,ITO,467,134
05-04-2018,ITO,460,324.5
06-04-2018,ITO,366,292.5
07-04-2018,ITO,306,124
08-04-2018,ITO,126,106
09-04-2018,ITO,308,119.5
10-04-2018,ITO,333,223
11-04-2018,ITO,358,113
12-04-2018,ITO,318,186
13-04-2018,ITO,387,258
14-04-2018,ITO,414,289.5
15-04-2018,ITO,401,322
16-04-2018,ITO,429,335
17-04-2018,ITO,352,267
18-04-2018,ITO,286,199.5
19-04-2018,ITO,377,208
20-04-2018,ITO,500,315
21-04-2018,ITO,500,380.5
22-04-2018,ITO,165,133.5
23-04-2018,ITO,236,134.5
24-04-2018,ITO,329,249.5
25-04-2018,ITO,371,246.5
26-04-2018,ITO,425,326
27-04-2018,ITO,422,247.5
28-04-2018,ITO,260,219.5
29-04-2018,ITO,334,225.5
30-04-2018,ITO,321,223.5
01-05-2018,ITO,285,202
02-05-2018,ITO,411,186.5
03-05-2018,ITO,191,135
04-05-2018,ITO,140,101.5
05-05-2018,ITO,346,152
06-05-2018,ITO,374,156
07-05-2018,ITO,341,242
08-05-2018,ITO,473,92.5
09-05-2018,ITO,342,130
10-05-2018,ITO,321,183.5
11-05-2018,ITO,372,326.5
12-05-2018,ITO,374,334
13-05-2018,ITO,345,248
14-05-2018,ITO,327,142
15-05-2018,ITO,250,160.5
16-05-2018,ITO,307,143
17-05-2018,ITO,308,202
18-05-2018,ITO,305,203.5
19-05-2018,ITO,454,210
20-05-2018,ITO,333,171.5
21-05-2018,ITO,253,137
22-05-2018,ITO,312,142
23-05-2018,ITO,312,211.5
24-05-2018,ITO,320,207
25-05-2018,ITO,280,183
26-05-2018,ITO,302,145
27-05-2018,ITO,303,176
28-05-2018,ITO,334,208.5
29-05-2018,ITO,385,326
30-05-2018,ITO,319,250
31-05-2018,ITO,500,314
01-06-2018,ITO,500,137
02-06-2018,ITO,500,223
03-06-2018,ITO,388,357.5
04-06-2018,ITO,399,347.5
05-06-2018,ITO,500,446.5
06-06-2018,ITO,0,#NUM!
07-06-2018,ITO,321,309
08-06-2018,ITO,500,305
09-06-2018,ITO,500,308.5
10-06-2018,ITO,500,355.5
11-06-2018,ITO,500,350
12-06-2018,ITO,500,434
13-06-2018,ITO,500,500
14-06-2018,ITO,500,493
15-06-2018,ITO,500,431.5
16-06-2018,ITO,500,393
17-06-2018,ITO,415,303
18-06-2018,ITO,328,154
19-06-2018,ITO,284,135
20-06-2018,ITO,345,148.5
21-06-2018,ITO,378,197
22-06-2018,ITO,374,239
23-06-2018,ITO,330,293.5
24-06-2018,ITO,300,166
25-06-2018,ITO,458,310.5
26-06-2018,ITO,343,217
27-06-2018,ITO,500,304
28-06-2018,ITO,500,101
29-06-2018,ITO,172,105.5
30-06-2018,ITO,143,110
01-07-2018,ITO,169,119.5
02-07-2018,ITO,313,111
03-07-2018,ITO,262,116
04-07-2018,ITO,140,132.5
05-07-2018,ITO,190,142
06-07-2018,ITO,421,158
07-07-2018,ITO,301,218
08-07-2018,ITO,300,127
09-07-2018,ITO,402,207
10-07-2018,ITO,402,172
11-07-2018,ITO,237,150
12-07-2018,ITO,217,120
13-07-2018,ITO,142,83.5
14-07-2018,ITO,0,#NUM!
15-07-2018,ITO,0,#NUM!
16-07-2018,ITO,135,67.5
17-07-2018,ITO,162,85.5
18-07-2018,ITO,163,97.5
19-07-2018,ITO,167,86
20-07-2018,ITO,177,90
21-07-2018,ITO,228,105.5
22-07-2018,ITO,101,73
23-07-2018,ITO,126,89
24-07-2018,ITO,259,94
25-07-2018,ITO,109,85.5
26-07-2018,ITO,112,69
27-07-2018,ITO,96,57
28-07-2018,ITO,113,68
29-07-2018,ITO,164,100
30-07-2018,ITO,191,93
31-07-2018,ITO,220,113
01-08-2018,ITO,214,141.5
02-08-2018,ITO,216,188
03-08-2018,ITO,193,160
04-08-2018,ITO,233,144.5
05-08-2018,ITO,213,166
06-08-2018,ITO,173,119.5
07-08-2018,ITO,118,88
08-08-2018,ITO,126,82.5
09-08-2018,ITO,114,89
10-08-2018,ITO,220,127
11-08-2018,ITO,110,79.5
12-08-2018,ITO,114,76
13-08-2018,ITO,102,77
14-08-2018,ITO,98,88
15-08-2018,ITO,0,#NUM!
16-08-2018,ITO,99,78
17-08-2018,ITO,122,46
18-08-2018,ITO,88,65
19-08-2018,ITO,212,63
20-08-2018,ITO,311,213
21-08-2018,ITO,0,#NUM!
22-08-2018,ITO,0,#NUM!
23-08-2018,ITO,83,71.5
24-08-2018,ITO,94,51
25-08-2018,ITO,116,50
26-08-2018,ITO,71,54
27-08-2018,ITO,82,52.5
28-08-2018,ITO,101,60
29-08-2018,ITO,82,52.5
30-08-2018,ITO,194,82.5
31-08-2018,ITO,240,120
01-09-2018,ITO,180,15.5
02-09-2018,ITO,78,17.5
03-09-2018,ITO,62,17
04-09-2018,ITO,80,50.5
05-09-2018,ITO,130,81
06-09-2018,ITO,167,107.5
07-09-2018,ITO,316,105.5
08-09-2018,ITO,112,74
09-09-2018,ITO,0,#NUM!
10-09-2018,ITO,0,#NUM!
11-09-2018,ITO,132,65
12-09-2018,ITO,82,56.5
13-09-2018,ITO,137,66.5
14-09-2018,ITO,118,67.5
15-09-2018,ITO,164,55
16-09-2018,ITO,54,28.5
17-09-2018,ITO,150,98.5
18-09-2018,ITO,148,110
19-09-2018,ITO,162,132
20-09-2018,ITO,306,167
21-09-2018,ITO,299,69.5
22-09-2018,ITO,70,48.5
23-09-2018,ITO,80,59.5
24-09-2018,ITO,67,52.5
25-09-2018,ITO,92,55.5
26-09-2018,ITO,196,73
27-09-2018,ITO,306,192.5
28-09-2018,ITO,307,212
29-09-2018,ITO,323,232
30-09-2018,ITO,214,140.5
01-10-2018,ITO,259,135
02-10-2018,ITO,307,193
03-10-2018,ITO,246,106
04-10-2018,ITO,305,264
05-10-2018,ITO,104,103
06-10-2018,ITO,307,146
07-10-2018,ITO,308,175
08-10-2018,ITO,342,310
09-10-2018,ITO,322,299.5
10-10-2018,ITO,305,213.5
11-10-2018,ITO,431,259
12-10-2018,ITO,284,140
13-10-2018,ITO,438,307.5
14-10-2018,ITO,326,221.5
15-10-2018,ITO,337,307.5
16-10-2018,ITO,423,345.5
17-10-2018,ITO,358,325.5
18-10-2018,ITO,385,315
19-10-2018,ITO,400,307
20-10-2018,ITO,407,325
21-10-2018,ITO,399,339
22-10-2018,ITO,340,306.5
23-10-2018,ITO,500,252
24-10-2018,ITO,440,330.5
25-10-2018,ITO,428,342
26-10-2018,ITO,461,402.5
27-10-2018,ITO,441,348.5
28-10-2018,ITO,417,370
29-10-2018,ITO,495,374
30-10-2018,ITO,482,411
31-10-2018,ITO,420,381
01-11-2018,ITO,420,389
02-11-2018,ITO,430,392.5
03-11-2018,ITO,381,343
04-11-2018,ITO,410,137
05-11-2018,ITO,500,494.5
06-11-2018,ITO,465,327.5
07-11-2018,ITO,426,323
08-11-2018,ITO,500,479
09-11-2018,ITO,500,433
10-11-2018,ITO,443,403.5
11-11-2018,ITO,467,433
12-11-2018,ITO,445,368
13-11-2018,ITO,490,404.5
14-11-2018,ITO,400,311
15-11-2018,ITO,342,242.5
16-11-2018,ITO,428,297.5
17-11-2018,ITO,300,300
18-11-2018,ITO,300,300
19-11-2018,ITO,366,306.5
20-11-2018,ITO,482,391.5
21-11-2018,ITO,484,400.5
22-11-2018,ITO,347,281
23-11-2018,ITO,447,346
24-11-2018,ITO,332,237
25-11-2018,ITO,391,305
26-11-2018,ITO,444,395.5
27-11-2018,ITO,450,352.5
28-11-2018,ITO,414,395
29-11-2018,ITO,445,379
30-11-2018,ITO,500,409
01-12-2018,ITO,430,320
02-12-2018,ITO,436,328.5
03-12-2018,ITO,396,349
04-12-2018,ITO,432,379.5
05-12-2018,ITO,405,365
06-12-2018,ITO,448,380
07-12-2018,ITO,477,381.5
08-12-2018,ITO,474,372.5
09-12-2018,ITO,500,401
10-12-2018,ITO,482,426
11-12-2018,ITO,486,433.5
12-12-2018,ITO,489,407
13-12-2018,ITO,326,217
14-12-2018,ITO,338,267.5
15-12-2018,ITO,336,312
16-12-2018,ITO,395,327
17-12-2018,ITO,420,351
18-12-2018,ITO,425,359.5
19-12-2018,ITO,419,373.5
20-12-2018,ITO,480,418
21-12-2018,ITO,500,398.5
22-12-2018,ITO,500,432.5
23-12-2018,ITO,500,500
24-12-2018,ITO,500,477
25-12-2018,ITO,480,102
26-12-2018,ITO,469,385
27-12-2018,ITO,500,478.5
28-12-2018,ITO,480,355
29-12-2018,ITO,500,400
30-12-2018,ITO,500,479
31-12-2018,ITO,500,439
01-01-2019,ITO,500,408
02-01-2019,ITO,500,446
03-01-2019,ITO,500,491
04-01-2019,ITO,487,381
05-01-2019,ITO,500,399.5
06-01-2019,ITO,413,341
07-01-2019,ITO,424,355
08-01-2019,ITO,391,327
09-01-2019,ITO,382,311.5
10-01-2019,ITO,442,340.5
11-01-2019,ITO,500,447.5
12-01-2019,ITO,500,428
13-01-2019,ITO,168,88.5
14-01-2019,ITO,309,41
15-01-2019,ITO,403,251.5
16-01-2019,ITO,494,419
17-01-2019,ITO,500,477
18-01-2019,ITO,491,403
19-01-2019,ITO,500,436
20-01-2019,ITO,500,464
21-01-2019,ITO,467,354.5
22-01-2019,ITO,159,111
23-01-2019,ITO,423,311.5
24-01-2019,ITO,418,278
25-01-2019,ITO,313,124.5
26-01-2019,ITO,319,227.5
27-01-2019,ITO,330,311
28-01-2019,ITO,339,266
29-01-2019,ITO,412,296.5
30-01-2019,ITO,424,374.5
31-01-2019,ITO,493,344.5
01-02-2019,ITO,399,338.5
02-02-2019,ITO,403,354.5
03-02-2019,ITO,372,312
04-02-2019,ITO,475,302
05-02-2019,ITO,498,406
06-02-2019,ITO,453,372.5
07-02-2019,ITO,321,119.5
08-02-2019,ITO,327,121.5
09-02-2019,ITO,334,134.5
10-02-2019,ITO,362,322.5
11-02-2019,ITO,418,367
12-02-2019,ITO,443,394.5
13-02-2019,ITO,417,382
14-02-2019,ITO,394,337.5
15-02-2019,ITO,376,310
16-02-2019,ITO,323,303
17-02-2019,ITO,335,199
18-02-2019,ITO,367,221
19-02-2019,ITO,435,305.5
20-02-2019,ITO,414,130.5
21-02-2019,ITO,329,126.5
22-02-2019,ITO,324,168
23-02-2019,ITO,197,93.5
24-02-2019,ITO,318,204
25-02-2019,ITO,380,275
26-02-2019,ITO,277,159
27-02-2019,ITO,204,70.5
28-02-2019,ITO,408,210.5
01-03-2019,ITO,343,233
02-03-2019,ITO,354,198.5
03-03-2019,ITO,264,114.5
04-03-2019,ITO,421,293
05-03-2019,ITO,288,134
06-03-2019,ITO,328,219.5
07-03-2019,ITO,372,257
08-03-2019,ITO,338,178
09-03-2019,ITO,292,140
10-03-2019,ITO,282,145.5
11-03-2019,ITO,240,72
12-03-2019,ITO,287,103
13-03-2019,ITO,371,149
14-03-2019,ITO,366,298.5
15-03-2019,ITO,327,149.5
16-03-2019,ITO,226,124
17-03-2019,ITO,392,204
18-03-2019,ITO,358,218
19-03-2019,ITO,378,243
20-03-2019,ITO,365,310.5
21-03-2019,ITO,468,280.5
22-03-2019,ITO,127,85
23-03-2019,ITO,147,97.5
24-03-2019,ITO,301,107
25-03-2019,ITO,249,155.5
26-03-2019,ITO,286,151.5
27-03-2019,ITO,280,132
28-03-2019,ITO,401,276
29-03-2019,ITO,351,288
30-03-2019,ITO,449,323
31-03-2019,ITO,322,90
01-04-2019,ITO,321,97.5
02-04-2019,ITO,357,190
03-04-2019,ITO,315,162
04-04-2019,ITO,453,319.5
05-04-2019,ITO,392,291
06-04-2019,ITO,363,249
07-04-2019,ITO,500,346.5
08-04-2019,ITO,401,238
09-04-2019,ITO,338,166
10-04-2019,ITO,452,136.5
11-04-2019,ITO,284,161.5
12-04-2019,ITO,279,163.5
13-04-2019,ITO,253,131
14-04-2019,ITO,237,123
15-04-2019,ITO,273,110.5
16-04-2019,ITO,436,116
17-04-2019,ITO,95,63
18-04-2019,ITO,133,65
19-04-2019,ITO,265,101
20-04-2019,ITO,341,114
21-04-2019,ITO,391,145.5
22-04-2019,ITO,439,308
23-04-2019,ITO,344,287
24-04-2019,ITO,323,222
25-04-2019,ITO,357,227
26-04-2019,ITO,292,180
27-04-2019,ITO,145,145
28-04-2019,ITO,0,#NUM!
29-04-2019,ITO,313,145
30-04-2019,ITO,359,273.5
01-05-2019,ITO,341,306.5
02-05-2019,ITO,322,193
03-05-2019,ITO,273,117.5
04-05-2019,ITO,310,154.5
05-05-2019,ITO,376,217.5
06-05-2019,ITO,341,257.5
07-05-2019,ITO,372,313.5
08-05-2019,ITO,364,303
09-05-2019,ITO,456,305
10-05-2019,ITO,416,214.5
11-05-2019,ITO,359,232
12-05-2019,ITO,500,351
13-05-2019,ITO,500,349
14-05-2019,ITO,221,117.5
15-05-2019,ITO,359,190.5
16-05-2019,ITO,484,136.5
17-05-2019,ITO,500,193
18-05-2019,ITO,123,99.5
19-05-2019,ITO,311,142.5
20-05-2019,ITO,378,181.5
21-05-2019,ITO,308,143
22-05-2019,ITO,230,130
23-05-2019,ITO,339,197
24-05-2019,ITO,196,112
25-05-2019,ITO,174,104.5
26-05-2019,ITO,302,114.5
27-05-2019,ITO,311,142
28-05-2019,ITO,328,164.5
29-05-2019,ITO,259,171.5
30-05-2019,ITO,269,185
31-05-2019,ITO,304,250.5
01-06-2019,ITO,309,222
02-06-2019,ITO,241,159
03-06-2019,ITO,340,183.5
04-06-2019,ITO,245,150
05-06-2019,ITO,236,160
06-06-2019,ITO,266,170
07-06-2019,ITO,213,123.5
08-06-2019,ITO,308,221
09-06-2019,ITO,431,243.5
10-06-2019,ITO,289,191
11-06-2019,ITO,500,264
12-06-2019,ITO,402,151
13-06-2019,ITO,294,134
14-06-2019,ITO,210,132.5
15-06-2019,ITO,269,186
16-06-2019,ITO,229,103.5
17-06-2019,ITO,141,104
18-06-2019,ITO,131,103.5
19-06-2019,ITO,395,178
20-06-2019,ITO,240,111.5
21-06-2019,ITO,266,159
22-06-2019,ITO,208,142.5
23-06-2019,ITO,138,105
24-06-2019,ITO,112,105
25-06-2019,ITO,176,119.5
26-06-2019,ITO,316,126
27-06-2019,ITO,354,144.5
28-06-2019,ITO,298,147.5
29-06-2019,ITO,240,157
30-06-2019,ITO,423,184.5
01-07-2019,ITO,176,136
02-07-2019,ITO,283,182
03-07-2019,ITO,120,77
04-07-2019,ITO,125,87
05-07-2019,ITO,200,97.5
06-07-2019,ITO,181,74
07-07-2019,ITO,152,73
08-07-2019,ITO,133,106
09-07-2019,ITO,119,93
10-07-2019,ITO,321,152.5
11-07-2019,ITO,316,184
12-07-2019,ITO,421,163.5
13-07-2019,ITO,348,185
14-07-2019,ITO,272,171
15-07-2019,ITO,138,105
16-07-2019,ITO,112,104
17-07-2019,ITO,131,101.5
18-07-2019,ITO,156,65
19-07-2019,ITO,204,132
20-07-2019,ITO,215,107
21-07-2019,ITO,189,98
22-07-2019,ITO,149,105
